Sample_ID,Timestamp,Location_ID,Water_Temp_C,pH_Level,Turbidity_NTU,Dissolved_Oxygen_mgL,Microplastic_Count_per_m3,Dominant_Polymer,Dominant_Morphology,Average_Particle_Size_mm,Risk_Level
SMP-2026-0697,27-04-2026 00:00,LOC-105,20.8,7.59,35.24,7.37,572,PA,Microbead,1.94,High
SMP-2026-0698,27-04-2026 04:00,LOC-105,25,7.56,32.03,6.83,182,PE,Foam,1.8,Medium
SMP-2026-0699,27-04-2026 08:00,LOC-102,22.8,7.47,8.16,6.87,71,PA,Fiber,0.82,Low
SMP-2026-0700,27-04-2026 12:00,LOC-103,18.9,7.33,43.77,8.06,284,PS,Microbead,1.93,Medium
SMP-2026-0701,27-04-2026 16:00,LOC-107,21.1,6.6,20.47,7.48,418,PS,Foam,0.54,High
SMP-2026-0702,27-04-2026 20:00,LOC-106,13.5,7.84,7.58,9.58,63,PS,Film,3.05,Low
SMP-2026-0703,28-04-2026 00:00,LOC-102,19.9,7.59,8.52,8.16,183,PE,Foam,2.38,Medium
SMP-2026-0704,28-04-2026 04:00,LOC-106,17.8,7.95,4.87,8.85,77,PA,Fragment,3.48,Low
SMP-2026-0705,28-04-2026 08:00,LOC-102,10.7,6.63,36.26,11.2,840,PE,Fragment,0.37,Critical
SMP-2026-0706,28-04-2026 12:00,LOC-102,12.9,7.65,5.93,10.46,146,PS,Film,0.88,Medium
SMP-2026-0707,28-04-2026 16:00,LOC-102,13.8,7.28,6.07,10.14,168,PA,Fiber,3.08,Medium
SMP-2026-0708,28-04-2026 20:00,LOC-103,26.5,7.47,38.35,5.89,892,PA,Microbead,1.41,Critical
SMP-2026-0709,29-04-2026 00:00,LOC-102,12.6,7.29,15.83,10.02,400,PVC,Foam,1.66,High
SMP-2026-0710,29-04-2026 04:00,LOC-104,13.8,7.67,1.87,9.42,59,PVC,Fragment,3.02,Low
SMP-2026-0711,29-04-2026 08:00,LOC-109,15.4,7.32,2.81,8.94,68,PP,Fiber,1.85,Low
SMP-2026-0712,29-04-2026 12:00,LOC-106,21.3,6.87,6.83,7.71,80,PET,Film,0.72,Low
SMP-2026-0713,29-04-2026 16:00,LOC-101,10.4,7.44,10,10.52,127,PVC,Fragment,3.13,Medium
SMP-2026-0714,29-04-2026 20:00,LOC-108,27.1,7.29,30.1,6.6,295,PE,Film,0.16,Medium
SMP-2026-0715,30-04-2026 00:00,LOC-107,25.3,7.36,7.5,6.39,158,PVC,Foam,3.14,Medium
SMP-2026-0716,30-04-2026 04:00,LOC-110,19.5,5.81,5.79,8.9,105,PP,Microbead,0.22,Medium
SMP-2026-0717,30-04-2026 08:00,LOC-103,21.5,7.74,34.53,7.84,786,PA,Fragment,2.35,Critical
SMP-2026-0718,30-04-2026 12:00,LOC-101,8.3,7.24,30.36,11.12,742,PP,Fragment,0.3,Critical
SMP-2026-0719,30-04-2026 16:00,LOC-105,14.8,6.73,19.87,9.53,279,PA,Foam,2.49,Medium
SMP-2026-0720,30-04-2026 20:00,LOC-104,23.9,7.86,24.94,5.99,399,PA,Fiber,0.17,High
SMP-2026-0721,01-05-2026 00:00,LOC-110,9.5,7.72,14.38,11.25,367,PET,Microbead,2.96,High
SMP-2026-0722,01-05-2026 04:00,LOC-108,13.6,7.24,21.97,9.58,254,PVC,Fragment,1.66,Medium
SMP-2026-0723,01-05-2026 08:00,LOC-101,19.7,6.82,23.05,7.53,507,PE,Microbead,0.37,High
SMP-2026-0724,01-05-2026 12:00,LOC-110,13.1,7.49,17.73,10.83,180,PE,Fragment,2.49,Medium
SMP-2026-0725,01-05-2026 16:00,LOC-101,26.7,7.46,40.84,6.51,788,PS,Microbead,1.74,Critical
SMP-2026-0726,01-05-2026 20:00,LOC-104,10.6,7.86,1.21,11.32,36,PA,Film,0.71,Low
SMP-2026-0727,02-05-2026 00:00,LOC-108,23.9,7.18,35.31,7.22,821,PE,Fragment,0.1,Critical
SMP-2026-0728,02-05-2026 04:00,LOC-105,18.2,8,6.04,7.92,123,PET,Microbead,1.49,Medium
SMP-2026-0729,02-05-2026 08:00,LOC-102,23,7.13,35.99,6.9,330,PA,Fiber,0.35,Medium
SMP-2026-0730,02-05-2026 12:00,LOC-106,14.2,6.73,27.91,9.57,291,PET,Film,0.37,Medium
SMP-2026-0731,02-05-2026 16:00,LOC-105,18.3,6.83,38.03,7.66,585,PE,Film,0.97,High
SMP-2026-0732,02-05-2026 20:00,LOC-102,25.1,7.37,4.84,6.19,140,PE,Fiber,2.23,Medium
SMP-2026-0733,03-05-2026 00:00,LOC-103,17.3,7.37,25.37,8.54,536,PS,Microbead,1.88,High
SMP-2026-0734,03-05-2026 04:00,LOC-109,15.2,7.56,22.8,9.5,357,PE,Foam,0.29,High
SMP-2026-0735,03-05-2026 08:00,LOC-107,18.7,7.35,31.93,9.66,393,PA,Fiber,3.39,High
SMP-2026-0736,03-05-2026 12:00,LOC-107,22.3,7.89,24.28,7.3,412,PA,Microbead,3.11,High
SMP-2026-0737,03-05-2026 16:00,LOC-106,16.9,7.27,24.56,8.99,513,PA,Fiber,0.94,High
SMP-2026-0738,03-05-2026 20:00,LOC-108,26.8,6.4,19.62,5.83,433,PS,Fiber,0.47,High
SMP-2026-0739,04-05-2026 00:00,LOC-104,13.9,7.34,14.24,10.2,185,PS,Fragment,3.3,Medium
SMP-2026-0740,04-05-2026 04:00,LOC-108,17.5,6.4,21.96,8.21,451,PE,Microbead,1.64,High
SMP-2026-0741,04-05-2026 08:00,LOC-104,23.1,7.54,5.77,8.02,127,PP,Foam,1.12,Medium
SMP-2026-0742,04-05-2026 12:00,LOC-108,21.8,7.93,43.29,7.4,1067,PP,Fragment,1.74,Critical
SMP-2026-0743,04-05-2026 16:00,LOC-109,25.3,6.91,32.29,6.21,782,PS,Fiber,2.72,Critical
SMP-2026-0744,04-05-2026 20:00,LOC-103,27.9,8.11,42.88,6.12,911,PE,Fiber,0.63,Critical
SMP-2026-0745,05-05-2026 00:00,LOC-103,16.5,7.82,10.59,8.6,236,PP,Fiber,2.7,Medium
SMP-2026-0746,05-05-2026 04:00,LOC-102,10.2,8,39.63,11.3,433,PE,Microbead,2.64,High
SMP-2026-0747,05-05-2026 08:00,LOC-110,8.6,7.49,36.49,12.12,817,PE,Microbead,1.91,Critical
SMP-2026-0748,05-05-2026 12:00,LOC-103,22.5,6.9,30.63,7.13,441,PE,Fragment,3.04,High
SMP-2026-0749,05-05-2026 16:00,LOC-103,25.5,7.79,28.31,7.38,317,PVC,Foam,0.51,Medium
SMP-2026-0750,05-05-2026 20:00,LOC-105,12.4,7.09,14.59,10.6,196,PA,Fragment,2.1,Medium
SMP-2026-0751,06-05-2026 00:00,LOC-105,11.2,7.46,36.83,10.97,821,PE,Film,1.6,Critical
SMP-2026-0752,06-05-2026 04:00,LOC-102,9.2,7.31,22.82,11.92,203,PVC,Fiber,1.51,Medium
SMP-2026-0753,06-05-2026 08:00,LOC-110,24.5,7.96,3.65,7.47,74,PS,Fiber,0.92,Low
SMP-2026-0754,06-05-2026 12:00,LOC-106,14.2,7.77,14.42,9.87,233,PP,Fiber,1.33,Medium
SMP-2026-0755,06-05-2026 16:00,LOC-105,16,7.36,42.12,9.6,255,PA,Fragment,0.42,Medium
SMP-2026-0756,06-05-2026 20:00,LOC-106,18.1,6.42,38.36,9.27,363,PP,Fragment,0.92,High
SMP-2026-0757,07-05-2026 00:00,LOC-101,24.8,7.08,44.19,5.98,970,PA,Fiber,0.99,Critical
SMP-2026-0758,07-05-2026 04:00,LOC-105,21,7.75,28.45,6.84,634,PP,Fragment,2.54,High
SMP-2026-0759,07-05-2026 08:00,LOC-109,20.3,7.54,11.51,7.88,141,PA,Microbead,0.22,Medium
SMP-2026-0760,07-05-2026 12:00,LOC-110,11.5,6.65,7.75,9.67,191,PP,Microbead,2.3,Medium
SMP-2026-0761,07-05-2026 16:00,LOC-102,18.3,6.5,8.82,8.35,202,PP,Fragment,0.81,Medium
SMP-2026-0762,07-05-2026 20:00,LOC-101,22.3,7.5,1.38,7.47,42,PP,Fiber,0.33,Low
SMP-2026-0763,08-05-2026 00:00,LOC-110,27.5,6.87,17.89,5.61,384,PP,Fragment,1.09,High
SMP-2026-0764,08-05-2026 04:00,LOC-109,12,6.92,9.02,10.33,232,PS,Fragment,0.82,Medium
SMP-2026-0765,08-05-2026 08:00,LOC-110,8.2,7.74,18.82,11.04,283,PE,Fragment,1.95,Medium
SMP-2026-0766,08-05-2026 12:00,LOC-109,9.5,8,42.11,11.54,431,PET,Film,1.28,High
SMP-2026-0767,08-05-2026 16:00,LOC-109,15.5,7.02,19.66,8.82,496,PVC,Microbead,3.38,High
SMP-2026-0768,08-05-2026 20:00,LOC-106,24.4,7.38,39.57,5.63,702,PET,Foam,3.37,Critical
SMP-2026-0769,09-05-2026 00:00,LOC-108,8.1,7.36,27.44,11.47,209,PET,Foam,1.58,Medium
SMP-2026-0770,09-05-2026 04:00,LOC-101,17.1,7.32,11.5,9.33,211,PA,Film,2.79,Medium
SMP-2026-0771,09-05-2026 08:00,LOC-110,14.6,7.42,16.34,9.66,259,PE,Fragment,0.1,Medium
SMP-2026-0772,09-05-2026 12:00,LOC-104,9,7.78,4.23,10.72,106,PA,Film,1.94,Medium
SMP-2026-0773,09-05-2026 16:00,LOC-101,17,7.06,15.34,8.95,264,PE,Film,2.61,Medium
SMP-2026-0774,09-05-2026 20:00,LOC-108,13.1,6.64,30.65,10.29,330,PE,Fiber,0.8,Medium
SMP-2026-0775,10-05-2026 00:00,LOC-101,15,8.25,3.71,9.55,86,PP,Microbead,0.26,Low
SMP-2026-0776,10-05-2026 04:00,LOC-103,22.1,7.94,9.64,7.24,171,PS,Foam,0.59,Medium
SMP-2026-0777,10-05-2026 08:00,LOC-104,18.4,6.85,17.47,8.72,190,PP,Fragment,1.57,Medium
SMP-2026-0778,10-05-2026 12:00,LOC-108,10.5,7.47,44.2,9.98,747,PS,Foam,1.8,Critical
SMP-2026-0779,10-05-2026 16:00,LOC-106,27.2,7.91,35.43,5.39,784,PA,Foam,1.36,Critical
SMP-2026-0780,10-05-2026 20:00,LOC-110,20.7,7.77,33.14,7.14,210,PS,Microbead,1.57,Medium
SMP-2026-0781,11-05-2026 00:00,LOC-107,23.3,7.63,5.67,7.68,123,PA,Foam,1.67,Medium
SMP-2026-0782,11-05-2026 04:00,LOC-108,9.6,7.31,35.25,11.48,445,PET,Foam,2.7,High
SMP-2026-0783,11-05-2026 08:00,LOC-102,8.9,8.26,35.44,11.42,409,PET,Film,0.41,High
SMP-2026-0784,11-05-2026 12:00,LOC-110,8.4,7.51,27.25,10.75,369,PS,Microbead,2.7,High
SMP-2026-0785,11-05-2026 16:00,LOC-108,11.8,7.14,44.57,10.83,553,PS,Fiber,2.43,High
SMP-2026-0786,11-05-2026 20:00,LOC-103,16.3,7.84,14.97,9.8,342,PA,Fragment,2.61,Medium
SMP-2026-0787,12-05-2026 00:00,LOC-107,26.7,7.45,42.39,6.28,470,PP,Foam,2.58,High
SMP-2026-0788,12-05-2026 04:00,LOC-103,17.1,7.57,41.21,8.85,828,PA,Fragment,1.67,Critical
SMP-2026-0789,12-05-2026 08:00,LOC-107,13.8,7.5,1.01,10.18,23,PP,Fiber,0.78,Low
SMP-2026-0790,12-05-2026 12:00,LOC-102,19.2,7.65,20.53,8.38,505,PET,Fragment,1.9,High
SMP-2026-0791,12-05-2026 16:00,LOC-110,10.2,6.91,43.98,11.4,796,PE,Fiber,3.36,Critical
SMP-2026-0792,12-05-2026 20:00,LOC-106,20.2,6.67,5.09,8.39,120,PS,Film,2.08,Medium
SMP-2026-0793,13-05-2026 00:00,LOC-103,19.4,8.12,24.88,8.07,296,PP,Foam,0.09,Medium
SMP-2026-0794,13-05-2026 04:00,LOC-103,23.8,7.52,44.06,6.53,608,PA,Fiber,0.26,High
SMP-2026-0795,13-05-2026 08:00,LOC-109,27.7,7.79,25.22,5.49,263,PET,Fragment,3.48,Medium
SMP-2026-0796,13-05-2026 12:00,LOC-107,13,6.52,8.95,10.37,232,PP,Foam,0.3,Medium
SMP-2026-0797,13-05-2026 16:00,LOC-105,18.2,7.93,26.41,8.37,407,PA,Film,0.21,High
SMP-2026-0798,13-05-2026 20:00,LOC-110,26.2,7.14,9.6,5.76,191,PS,Foam,1.27,Medium
SMP-2026-0799,14-05-2026 00:00,LOC-107,23.7,7,23.63,6.89,485,PS,Fiber,3.39,High
SMP-2026-0800,14-05-2026 04:00,LOC-109,17.7,7.37,3.79,9.24,57,PVC,Film,1.15,Low
SMP-2026-0801,14-05-2026 08:00,LOC-101,26.9,6.91,27.44,6,554,PE,Fragment,1.46,High
SMP-2026-0802,14-05-2026 12:00,LOC-107,9.1,7.4,23.5,11.13,442,PVC,Film,2.24,High
SMP-2026-0803,14-05-2026 16:00,LOC-106,26.6,7.33,33.44,6.18,660,PET,Film,0.13,High
SMP-2026-0804,14-05-2026 20:00,LOC-110,9,7.93,28.57,11.34,442,PP,Microbead,3.15,High
SMP-2026-0805,15-05-2026 00:00,LOC-109,18.9,8.16,24.96,7.36,334,PET,Film,1.84,Medium
SMP-2026-0806,15-05-2026 04:00,LOC-101,25.8,8.14,31.2,6.61,311,PA,Film,1.66,Medium
SMP-2026-0807,15-05-2026 08:00,LOC-104,13.3,6.27,6.91,10.21,165,PS,Foam,3.02,Medium
SMP-2026-0808,15-05-2026 12:00,LOC-109,17.4,6.93,26.99,8.79,480,PVC,Fragment,3.34,High
SMP-2026-0809,15-05-2026 16:00,LOC-104,14.5,6.26,8.16,10.18,134,PVC,Foam,1.51,Medium
SMP-2026-0810,15-05-2026 20:00,LOC-110,27,6.8,41.69,6.51,1012,PVC,Foam,0.64,Critical
SMP-2026-0811,16-05-2026 00:00,LOC-103,24.5,7.08,3.54,7.05,28,PET,Fiber,2.86,Low
SMP-2026-0812,16-05-2026 04:00,LOC-109,22.2,7.61,19.65,6.91,449,PS,Foam,1.44,High
SMP-2026-0813,16-05-2026 08:00,LOC-102,19.8,7.14,31.46,7.65,809,PP,Microbead,3.28,Critical
SMP-2026-0814,16-05-2026 12:00,LOC-104,24.4,7.15,20.88,7.24,495,PA,Microbead,3.33,High
SMP-2026-0815,16-05-2026 16:00,LOC-106,15.8,7.49,4.6,8.32,120,PP,Fiber,0.45,Medium
SMP-2026-0816,16-05-2026 20:00,LOC-102,17,6.55,25.13,8.83,340,PET,Fragment,3.35,Medium
SMP-2026-0817,17-05-2026 00:00,LOC-108,22.6,6.98,29.05,7.44,306,PA,Fragment,1.32,Medium
SMP-2026-0818,17-05-2026 04:00,LOC-108,15.2,7.15,31.82,8.56,646,PVC,Foam,2.28,High
SMP-2026-0819,17-05-2026 08:00,LOC-101,9.3,7.3,17.11,11.33,213,PE,Foam,0.17,Medium
SMP-2026-0820,17-05-2026 12:00,LOC-103,9.5,7.44,25.58,11.63,245,PET,Foam,3.12,Medium
SMP-2026-0821,17-05-2026 16:00,LOC-110,10.3,8.15,20.56,10.17,441,PET,Fragment,2.26,High
SMP-2026-0822,17-05-2026 20:00,LOC-109,25.4,7.85,30.41,7.21,360,PS,Film,2.27,High
SMP-2026-0823,18-05-2026 00:00,LOC-105,17.4,7.02,26.47,8.28,635,PP,Microbead,3.16,High
SMP-2026-0824,18-05-2026 04:00,LOC-106,22.3,7.27,23.9,7.6,543,PET,Film,1.8,High
SMP-2026-0825,18-05-2026 08:00,LOC-104,15.9,7.24,11.6,9.19,280,PET,Film,1.47,Medium
SMP-2026-0826,18-05-2026 12:00,LOC-110,13.2,7.14,0.59,10.07,34,PVC,Fragment,3.04,Low
SMP-2026-0827,18-05-2026 16:00,LOC-102,14.9,7.54,8.25,8.89,207,PVC,Film,2.61,Medium
SMP-2026-0828,18-05-2026 20:00,LOC-108,23.9,6.47,5.71,7.46,147,PA,Fiber,3.32,Medium
SMP-2026-0829,19-05-2026 00:00,LOC-106,20.5,7.84,20.48,8.01,367,PE,Foam,3.29,High
SMP-2026-0830,19-05-2026 04:00,LOC-105,26.8,8.25,27.75,6.77,322,PS,Fiber,1.37,Medium
SMP-2026-0831,19-05-2026 08:00,LOC-109,21.6,7.27,9.98,6.89,248,PE,Microbead,1.59,Medium
SMP-2026-0832,19-05-2026 12:00,LOC-101,19.4,7.26,42.29,8.09,944,PA,Foam,0.93,Critical
SMP-2026-0833,19-05-2026 16:00,LOC-105,20.2,7.48,0.8,8.04,36,PVC,Film,2.33,Low
SMP-2026-0834,19-05-2026 20:00,LOC-106,26.8,7.91,34.87,5.99,225,PP,Microbead,1.31,Medium
SMP-2026-0835,20-05-2026 00:00,LOC-105,23.8,7.24,28.32,7.19,518,PVC,Foam,2.76,High
SMP-2026-0836,20-05-2026 04:00,LOC-106,8.5,7.87,17.12,11.35,123,PS,Film,0.47,Medium
SMP-2026-0837,20-05-2026 08:00,LOC-106,18.7,7.64,2.75,9.45,89,PVC,Fiber,0.45,Low
SMP-2026-0838,20-05-2026 12:00,LOC-107,21.8,8.58,28.42,7.48,710,PS,Foam,0.76,Critical
SMP-2026-0839,20-05-2026 16:00,LOC-104,23,7.24,17.66,5.66,171,PS,Film,0.34,Medium
SMP-2026-0840,20-05-2026 20:00,LOC-108,12.3,6.41,42.16,10.35,799,PS,Fiber,2.19,Critical
SMP-2026-0841,21-05-2026 00:00,LOC-107,25.3,6.68,24.62,7.04,184,PA,Microbead,0.56,Medium
SMP-2026-0842,21-05-2026 04:00,LOC-109,27.1,7.41,42.31,5.41,845,PS,Microbead,0.6,Critical
SMP-2026-0843,21-05-2026 08:00,LOC-107,12.7,7.91,10.31,9.7,146,PS,Microbead,0.1,Medium
SMP-2026-0844,21-05-2026 12:00,LOC-103,25.7,7.07,32.79,5.87,627,PP,Microbead,2.75,High
SMP-2026-0845,21-05-2026 16:00,LOC-103,9.9,7.28,27.97,10.49,371,PE,Fragment,2.85,High
SMP-2026-0846,21-05-2026 20:00,LOC-108,9.1,7.74,33.4,11.03,284,PET,Foam,0.61,Medium
SMP-2026-0847,22-05-2026 00:00,LOC-105,10.6,6.92,10.05,11.27,160,PE,Foam,2.6,Medium
SMP-2026-0848,22-05-2026 04:00,LOC-104,9.2,7.09,30.09,12,240,PS,Fragment,1.55,Medium
SMP-2026-0849,22-05-2026 08:00,LOC-108,24.9,6.82,22.66,5.32,393,PP,Film,0.88,High
SMP-2026-0850,22-05-2026 12:00,LOC-106,9.2,7.99,33.56,11.05,209,PVC,Film,2.19,Medium
SMP-2026-0851,22-05-2026 16:00,LOC-102,13.4,8.17,15.05,10.13,254,PP,Microbead,0.67,Medium
SMP-2026-0852,22-05-2026 20:00,LOC-104,10.1,6.61,40.11,11.07,929,PS,Fiber,2.66,Critical
SMP-2026-0853,23-05-2026 00:00,LOC-104,13.9,7.33,4.25,10.78,110,PP,Film,0.21,Medium
SMP-2026-0854,23-05-2026 04:00,LOC-106,9.8,8.1,36.42,10.05,842,PP,Fiber,3.36,Critical
SMP-2026-0855,23-05-2026 08:00,LOC-106,21.4,7.6,38.83,6.29,932,PS,Foam,0.3,Critical
SMP-2026-0856,23-05-2026 12:00,LOC-101,10.7,7.16,36.87,11.82,282,PA,Fiber,2.05,Medium
SMP-2026-0857,23-05-2026 16:00,LOC-108,25,6.63,23.32,6.88,200,PP,Foam,3.16,Medium
SMP-2026-0858,23-05-2026 20:00,LOC-106,24.3,7.98,20.01,6.42,340,PET,Fragment,0.09,Medium
SMP-2026-0859,24-05-2026 00:00,LOC-103,8.3,7.58,44.83,11.6,1056,PET,Fragment,1.77,Critical
SMP-2026-0860,24-05-2026 04:00,LOC-109,25.9,6.66,10.7,6.35,286,PP,Microbead,1.26,Medium
SMP-2026-0861,24-05-2026 08:00,LOC-102,8.6,7.99,24.84,11.12,169,PA,Film,2.05,Medium
SMP-2026-0862,24-05-2026 12:00,LOC-108,12.8,6.6,30.35,10.23,380,PVC,Microbead,0.83,High
SMP-2026-0863,24-05-2026 16:00,LOC-110,8.6,7.29,31.69,11.6,312,PS,Foam,0.27,Medium
SMP-2026-0864,24-05-2026 20:00,LOC-103,14.7,7.27,9.58,10.6,220,PET,Microbead,2.21,Medium
SMP-2026-0865,25-05-2026 00:00,LOC-105,18.3,8.21,29.6,8.99,547,PVC,Fiber,1.49,High
SMP-2026-0866,25-05-2026 04:00,LOC-106,23.9,7.27,36.92,7.7,297,PP,Foam,2.2,Medium
SMP-2026-0867,25-05-2026 08:00,LOC-110,14.8,7.27,2.73,8.89,57,PVC,Fragment,0.78,Low
SMP-2026-0868,25-05-2026 12:00,LOC-106,22.1,6.72,41.06,7.2,792,PE,Film,1.22,Critical
SMP-2026-0869,25-05-2026 16:00,LOC-104,11.8,7.08,1.81,10.58,60,PET,Foam,1.99,Low
SMP-2026-0870,25-05-2026 20:00,LOC-103,23,6.99,16.34,6.14,103,PP,Foam,2.1,Medium
SMP-2026-0871,26-05-2026 00:00,LOC-104,12.7,7.02,1.2,10.78,45,PS,Fiber,1.33,Low
SMP-2026-0872,26-05-2026 04:00,LOC-101,10.9,7.4,3.93,11.05,87,PA,Film,1.02,Low
SMP-2026-0873,26-05-2026 08:00,LOC-104,11.7,6.18,41.05,10.31,892,PP,Fragment,0.99,Critical
SMP-2026-0874,26-05-2026 12:00,LOC-101,11.6,6.64,16.29,10.43,363,PS,Foam,0.65,High
SMP-2026-0875,26-05-2026 16:00,LOC-101,18.3,7.34,19.4,9.14,185,PA,Foam,1.17,Medium
SMP-2026-0876,26-05-2026 20:00,LOC-110,24.9,7.46,10.08,6.13,95,PA,Fiber,0.74,Low
SMP-2026-0877,27-05-2026 00:00,LOC-106,9.6,7.28,27.07,11.77,556,PP,Microbead,2.24,High
SMP-2026-0878,27-05-2026 04:00,LOC-105,22.1,7.38,26.97,7.24,235,PVC,Fragment,2.01,Medium
SMP-2026-0879,27-05-2026 08:00,LOC-104,21.1,7.2,17.06,8.05,397,PVC,Film,1.37,High
SMP-2026-0880,27-05-2026 12:00,LOC-103,25.5,7.39,15.32,6.39,311,PA,Foam,1.17,Medium
SMP-2026-0881,27-05-2026 16:00,LOC-101,12.9,7.62,39.88,11.25,901,PVC,Foam,0.87,Critical
SMP-2026-0882,27-05-2026 20:00,LOC-106,17,7.61,17.56,8.46,207,PE,Fragment,1.9,Medium
SMP-2026-0883,28-05-2026 00:00,LOC-102,26.5,7.06,22.46,5.76,274,PA,Microbead,3.22,Medium
SMP-2026-0884,28-05-2026 04:00,LOC-108,21.2,7.86,13.11,6.89,264,PA,Foam,2.42,Medium
SMP-2026-0885,28-05-2026 08:00,LOC-110,15.8,7.48,35.51,8.71,218,PS,Fragment,2.62,Medium
SMP-2026-0886,28-05-2026 12:00,LOC-105,10.6,8.02,18.19,11.18,379,PVC,Fiber,2.93,High
SMP-2026-0887,28-05-2026 16:00,LOC-107,13.2,8.12,23.36,10.84,528,PA,Microbead,1.26,High
SMP-2026-0888,28-05-2026 20:00,LOC-110,19.6,6.68,11.77,8.53,176,PE,Film,0.27,Medium
SMP-2026-0889,29-05-2026 00:00,LOC-102,22.4,6.97,44.45,7.28,923,PS,Foam,2.2,Critical
SMP-2026-0890,29-05-2026 04:00,LOC-108,10.5,7.81,13.47,10.4,143,PP,Fragment,0.7,Medium
SMP-2026-0891,29-05-2026 08:00,LOC-102,20,6.57,34.8,8.45,421,PA,Fiber,2.01,High
SMP-2026-0892,29-05-2026 12:00,LOC-104,19,8.11,19.52,7.83,499,PE,Film,2.6,High
SMP-2026-0893,29-05-2026 16:00,LOC-101,18.3,7.23,9.68,7.84,256,PET,Fragment,2.75,Medium
SMP-2026-0894,29-05-2026 20:00,LOC-105,21.8,7.69,36.09,7.31,566,PE,Fragment,1.09,High
SMP-2026-0895,30-05-2026 00:00,LOC-109,24.7,7.34,15.35,5.57,385,PE,Film,1.82,High
SMP-2026-0896,30-05-2026 04:00,LOC-101,14.5,6.7,39,8.96,617,PS,Fiber,2.19,High
SMP-2026-0897,30-05-2026 08:00,LOC-109,25.8,7.93,41.23,7.2,470,PP,Fiber,2.88,High
SMP-2026-0898,30-05-2026 12:00,LOC-108,11.2,8.78,38.76,9.86,421,PET,Microbead,2.68,High
SMP-2026-0899,30-05-2026 16:00,LOC-106,11.5,7.14,2.06,9.96,67,PVC,Foam,3.46,Low
SMP-2026-0900,30-05-2026 20:00,LOC-107,13.3,7.24,35.54,10.05,320,PVC,Film,0.08,Medium
SMP-2026-0901,31-05-2026 00:00,LOC-103,10.4,6.08,18.8,10.94,326,PE,Film,1.56,Medium
SMP-2026-0902,31-05-2026 04:00,LOC-101,12.6,8.08,39.38,10.1,657,PS,Film,0.93,High
SMP-2026-0903,31-05-2026 08:00,LOC-105,10.1,7.86,28.89,9.97,587,PS,Fiber,0.46,High
SMP-2026-0904,31-05-2026 12:00,LOC-102,24.4,6.53,37.6,7.1,581,PVC,Foam,3.19,High
SMP-2026-0905,31-05-2026 16:00,LOC-105,10.8,6.37,22.72,10.54,257,PET,Microbead,3.49,Medium
SMP-2026-0906,31-05-2026 20:00,LOC-108,22.9,6.43,24.31,7.74,225,PP,Fragment,0.67,Medium
SMP-2026-0907,01-06-2026 00:00,LOC-109,9,7.72,6.93,10.98,148,PET,Fragment,0.18,Medium
SMP-2026-0908,01-06-2026 04:00,LOC-102,27,7.77,35.39,6.39,704,PA,Film,1,Critical
SMP-2026-0909,01-06-2026 08:00,LOC-103,22.2,6.94,19.16,7.99,338,PA,Foam,2.93,Medium
SMP-2026-0910,01-06-2026 12:00,LOC-103,8.1,7.65,22.75,11.34,461,PP,Fiber,1.06,High
SMP-2026-0911,01-06-2026 16:00,LOC-101,23.3,7.48,35.44,7.45,299,PVC,Foam,0.25,Medium
SMP-2026-0912,01-06-2026 20:00,LOC-108,18.3,7.22,27.15,7.85,633,PP,Foam,0.23,High
SMP-2026-0913,02-06-2026 00:00,LOC-106,23.6,7.89,9.45,7.05,176,PS,Fiber,1.52,Medium
SMP-2026-0914,02-06-2026 04:00,LOC-108,18.4,6.8,26.77,9.09,219,PA,Film,3.26,Medium
SMP-2026-0915,02-06-2026 08:00,LOC-109,20.8,7.97,18.64,8.02,285,PE,Foam,1.04,Medium
SMP-2026-0916,02-06-2026 12:00,LOC-105,23.7,7.04,21.39,8.09,488,PE,Fragment,1.52,High
SMP-2026-0917,02-06-2026 16:00,LOC-103,16.1,8.29,1.76,9.46,56,PVC,Fiber,0.4,Low
SMP-2026-0918,02-06-2026 20:00,LOC-105,8.1,6.9,9.85,11.39,119,PS,Microbead,1.75,Medium
SMP-2026-0919,03-06-2026 00:00,LOC-105,25,7.22,13.01,7.92,272,PET,Film,2.45,Medium
SMP-2026-0920,03-06-2026 04:00,LOC-105,15.6,7.43,32.23,10.14,245,PS,Fiber,0.99,Medium
SMP-2026-0921,03-06-2026 08:00,LOC-103,17.9,7.43,1.01,7.83,23,PE,Microbead,1.07,Low
SMP-2026-0922,03-06-2026 12:00,LOC-110,8.2,7.65,18.69,11.15,325,PE,Microbead,2.95,Medium
SMP-2026-0923,03-06-2026 16:00,LOC-104,17.8,6.76,41.62,8.14,808,PA,Foam,0.09,Critical
SMP-2026-0924,03-06-2026 20:00,LOC-109,27.7,7.38,5.48,6.01,137,PS,Foam,2.25,Medium
SMP-2026-0925,04-06-2026 00:00,LOC-110,13.6,7.47,23.48,10.21,296,PS,Foam,1.41,Medium
SMP-2026-0926,04-06-2026 04:00,LOC-109,15.9,7.14,35.5,9.51,195,PE,Fiber,1.08,Medium
SMP-2026-0927,04-06-2026 08:00,LOC-102,21.7,7.6,42.44,6.68,633,PET,Fiber,2.32,High
SMP-2026-0928,04-06-2026 12:00,LOC-108,24.3,6.73,33.73,6.39,201,PVC,Film,2.93,Medium
